date,open,high,low,close,volume
20170414,2108000,2113000,2088000,2101000,109257
20170413,2083000,2123000,2083000,2121000,180816
20170412,2093000,2097000,2085000,2095000,165498
20170411,2097000,2097000,2079000,2080000,143458
20170410,2097000,2097000,2075000,2097000,142827
20170407,2090000,2091000,2058000,2080000,200420
20170406,2100000,2104000,2080000,2092000,193668
20170405,2095000,2112000,2085000,2107000,213994
20170404,2080000,2109000,2076000,2104000,245110
20170403,2070000,2086000,2065000,2072000,191588
20170331,2091000,2101000,2060000,2060000,210006
20170330,2094000,2122000,2094000,2099000,164080
20170329,2087000,2098000,2079000,2089000,201865
20170328,2078000,2092000,2069000,2074000,164325
20170327,2060000,2094000,2059000,2060000,243553
20170324,2080000,2099000,2054000,2075000,256163
20170323,2110000,2118000,2085000,2090000,307942
20170322,2080000,2123000,2079000,2123000,328545
20170321,2089000,2134000,2088000,2128000,284403
20170320,2100000,2106000,2087000,2095000,205001
20170317,2090000,2125000,2086000,2120000,252046
20170316,2090000,2109000,2077000,2092000,198663
20170315,2040000,2072000,2040000,2070000,191757
20170314,2031000,2077000,2025000,2068000,226501
20170313,2002000,2049000,2002000,2030000,148482
20170310,1998000,2021000,1993000,2009000,204556
20170309,2010000,2015000,2001000,2010000,287445
20170308,2010000,2031000,2007000,2010000,242819
20170307,1990000,2016000,1990000,2010000,211065
20170306,1961000,2011000,1961000,2004000,244697
20170303,1967000,1986000,1958000,1981000,254174
20170302,1921000,1993000,1921000,1986000,424996
20170228,1903000,1938000,1898000,1922000,301774
20170227,1901000,1907000,1885000,1903000,180674
20170224,1948000,1955000,1903000,1911000,185937
20170223,1951000,1972000,1951000,1959000,204346
20170222,1950000,1967000,1949000,1965000,170789
20170221,1927000,1978000,1921000,1947000,211252
20170220,1911000,1939000,1908000,1933000,149716
20170217,1878000,1902000,1864000,1893000,307549
20170216,1890000,1918000,1889000,1901000,204527
20170215,1854000,1898000,1854000,1886000,283831
20170214,1898000,1913000,1866000,1879000,262483
20170213,1887000,1903000,1886000,1898000,222041
20170210,1920000,1938000,1915000,1918000,220415
20170209,1939000,1942000,1911000,1920000,273883
20170208,1937000,1939000,1910000,1920000,341859
20170207,1978000,1979000,1938000,1941000,280836
20170206,1979000,1983000,1957000,1978000,177214
20170203,1970000,1975000,1959000,1973000,207727
20170202,1980000,1983000,1960000,1968000,300586
20170201,1977000,1983000,1952000,1956000,283008
20170131,1995000,1995000,1973000,1973000,359844
20170126,1971000,2000000,1971000,1995000,304290
20170125,1917000,1970000,1916000,1970000,268677
20170124,1906000,1929000,1894000,1908000,220975
20170123,1860000,1903000,1850000,1903000,176208
20170120,1856000,1871000,1844000,1860000,183700
20170119,1886000,1896000,1851000,1874000,188378
20170118,1852000,1875000,1831000,1847000,177508
20170117,1829000,1873000,1829000,1848000,163014
20170116,1843000,1891000,1816000,1833000,332230
20170113,1905000,1916000,1873000,1873000,319089
20170112,1900000,1940000,1899000,1940000,233383
20170111,1876000,1928000,1871000,1914000,240363
20170110,1864000,1870000,1854000,1862000,181996
20170109,1830000,1875000,1828000,1861000,263898
20170106,1809000,1822000,1802000,1810000,177619
20170105,1803000,1803000,1777000,1778000,219349
20170104,1825000,1826000,1805000,1808000,159435
20170103,1814000,1831000,1801000,1824000,147153
20170102,1799000,1812000,1794000,1805000,93012
20161229,1771000,1802000,1770000,1802000,150329
20161228,1792000,1799000,1780000,1788000,133258
20161227,1799000,1810000,1793000,1799000,93069
20161226,1780000,1800000,1778000,1798000,96472
20161223,1801000,1804000,1780000,1782000,166697
20161222,1813000,1815000,1799000,1809000,127092
20161221,1818000,1830000,1801000,1805000,131042
20161220,1796000,1820000,1792000,1812000,152304
20161219,1781000,1819000,1781000,1795000,108716
20161216,1765000,1801000,1760000,1793000,234954
20161215,1741000,1775000,1741000,1759000,115471
20161214,1778000,1784000,1764000,1777000,149102
20161213,1731000,1772000,1731000,1766000,233689
20161212,1733000,1768000,1733000,1752000,228289
20161209,1795000,1795000,1770000,1780000,213049
20161208,1799000,1801000,1776000,1790000,329251
20161207,1752000,1774000,1752000,1772000,192073
20161206,1722000,1760000,1720000,1748000,280036
20161205,1717000,1734000,1711000,1718000,169692
20161202,1724000,1738000,1707000,1727000,307059
20161201,1740000,1753000,1733000,1749000,310707
20161130,1677000,1747000,1677000,1746000,570704
20161129,1690000,1698000,1669000,1677000,361626
20161128,1650000,1681000,1640000,1677000,265881
20161125,1641000,1652000,1633000,1650000,125538
20161124,1649000,1652000,1633000,1650000,155143
20161123,1661000,1661000,1626000,1649000,253372
20161122,1607000,1645000,1600000,1640000,195022
20161121,1565000,1606000,1565000,1593000,163604
20161118,1582000,1588000,1570000,1586000,189215
20161117,1555000,1576000,1545000,1568000,157411
20161116,1540000,1564000,1540000,1558000,266164
20161115,1553000,1581000,1539000,1539000,273314
20161114,1595000,1596000,1552000,1553000,302666
20161111,1585000,1618000,1585000,1598000,256736
20161110,1630000,1650000,1618000,1649000,235907
20161109,1646000,1657000,1591000,1596000,313672
20161108,1649000,1649000,1635000,1644000,108349
20161107,1647000,1650000,1634000,1640000,153238
20161104,1605000,1634000,1605000,1627000,142077
20161103,1630000,1640000,1606000,1616000,206837
20161102,1640000,1652000,1631000,1643000,201985
20161101,1630000,1652000,1612000,1652000,206948
20161031,1616000,1639000,1611000,1639000,241344
20161028,1580000,1614000,1580000,1614000,204284
20161027,1571000,1617000,1556000,1573000,282340
20161026,1597000,1599000,1562000,1567000,210680
20161025,1600000,1604000,1592000,1597000,197322
20161024,1593000,1608000,1590000,1608000,185799
20161021,1606000,1613000,1588000,1589000,209550
20161020,1626000,1651000,1609000,1620000,206609
20161019,1579000,1643000,1575000,1625000,308891
20161018,1572000,1595000,1572000,1589000,207690
20161017,1565000,1602000,1538000,1590000,255704
20161014,1548000,1588000,1547000,1577000,283179
20161013,1550000,1581000,1545000,1557000,437291
20161012,1495000,1545000,1494000,1535000,781771
20161011,1600000,1625000,1545000,1545000,768543
20161010,1650000,1689000,1628000,1680000,505866
20161007,1700000,1716000,1690000,1706000,521011
20161006,1696000,1700000,1667000,1691000,591163
20161005,1601000,1626000,1597000,1619000,249409
20161004,1610000,1624000,1606000,1614000,261062
20160930,1590000,1615000,1585000,1598000,235254
20160929,1573000,1619000,1572000,1600000,227951
20160928,1554000,1573000,1554000,1567000,174128
20160927,1550000,1575000,1533000,1569000,196688
20160926,1571000,1596000,1564000,1568000,290496
20160923,1582000,1598000,1566000,1571000,365993
20160922,1600000,1641000,1599000,1618000,228599
20160921,1595000,1601000,1576000,1592000,210181
20160920,1559000,1588000,1559000,1585000,258423
20160919,1538000,1569000,1536000,1558000,448163
20160913,1508000,1549000,1495000,1527000,494345
20160912,1490000,1506000,1456000,1465000,529987
20160909,1611000,1618000,1564000,1575000,265168
20160908,1623000,1639000,1614000,1639000,241417
20160907,1648000,1652000,1621000,1621000,191837
20160906,1607000,1645000,1597000,1643000,153203
20160905,1590000,1615000,1585000,1606000,167676
20160902,1595000,1613000,1588000,1597000,163060
20160901,1583000,1588000,1563000,1587000,375803
20160831,1641000,1641000,1611000,1620000,410644
20160830,1647000,1671000,1633000,1645000,156992
20160829,1602000,1640000,1597000,1640000,178515
20160826,1606000,1623000,1603000,1612000,241160
20160825,1630000,1659000,1622000,1639000,283476
20160824,1680000,1682000,1636000,1653000,318771
20160823,1665000,1694000,1657000,1687000,230914
20160822,1674000,1692000,1659000,1665000,252244
20160819,1638000,1675000,1636000,1675000,336103
20160818,1567000,1644000,1566000,1640000,366541
20160817,1569000,1570000,1551000,1566000,148929
20160816,1545000,1576000,1545000,1568000,216862
20160812,1559000,1570000,1544000,1545000,209497
20160811,1541000,1559000,1526000,1559000,210672
20160810,1567000,1570000,1534000,1541000,246807
20160809,1574000,1579000,1557000,1567000,180464
20160808,1566000,1575000,1556000,1569000,222503
20160805,1529000,1564000,1525000,1561000,139177
20160804,1519000,1533000,1517000,1517000,140199
20160803,1548000,1548000,1517000,1517000,150098
20160802,1568000,1568000,1546000,1548000,166316
20160801,1569000,1580000,1560000,1568000,230308
20160729,1520000,1557000,1511000,1539000,299712
20160728,1533000,1536000,1498000,1507000,190074
20160727,1512000,1529000,1512000,1527000,126701
20160726,1500000,1531000,1498000,1530000,144570
20160725,1500000,1523000,1495000,1502000,154650
20160722,1506000,1528000,1506000,1516000,171703
20160721,1540000,1547000,1537000,1543000,170894
20160720,1533000,1542000,1524000,1540000,155463
20160719,1528000,1540000,1522000,1533000,202445
20160718,1518000,1533000,1500000,1533000,231344
20160715,1500000,1522000,1486000,1518000,232463
20160714,1481000,1500000,1476000,1500000,248605
20160713,1496000,1496000,1463000,1481000,200198
20160712,1499000,1505000,1460000,1464000,220494
20160711,1460000,1500000,1460000,1489000,281136
20160708,1450000,1475000,1449000,1460000,269963
20160707,1421000,1450000,1416000,1450000,229904
20160706,1447000,1452000,1412000,1421000,334983
20160705,1466000,1475000,1462000,1469000,157407
20160704,1464000,1474000,1451000,1466000,159900
20160701,1427000,1479000,1427000,1466000,287872
20160630,1408000,1445000,1397000,1425000,273434
20160629,1408000,1412000,1391000,1396000,210541
20160628,1390000,1404000,1379000,1399000,214379
20160627,1400000,1405000,1385000,1398000,236780
20160624,1445000,1445000,1360000,1400000,411052
20160623,1444000,1445000,1427000,1430000,225126
20160622,1446000,1450000,1431000,1445000,178965
20160621,1432000,1449000,1426000,1448000,200411
20160620,1427000,1448000,1426000,1431000,270316
20160617,1410000,1435000,1410000,1426000,328394
20160616,1413000,1417000,1395000,1409000,292431
20160615,1385000,1416000,1383000,1413000,306689
20160614,1371000,1386000,1369000,1380000,245461
20160613,1396000,1396000,1362000,1371000,304966
20160610,1424000,1425000,1404000,1406000,289681
20160609,1408000,1430000,1406000,1430000,515375
20160608,1419000,1419000,1389000,1406000,376162
20160607,1386000,1402000,1380000,1398000,462843
20160603,1370000,1379000,1364000,1377000,341324
20160602,1350000,1372000,1346000,1365000,476139
20160601,1298000,1341000,1295000,1333000,470080
20160531,1280000,1300000,1268000,1292000,1250554
20160530,1297000,1297000,1274000,1280000,206307
20160527,1300000,1301000,1273000,1282000,274891
20160526,1299000,1303000,1295000,1296000,253073
20160525,1283000,1298000,1274000,1295000,237255
20160524,1286000,1289000,1268000,1271000,208692
20160523,1269000,1286000,1269000,1286000,162251
20160520,1270000,1280000,1269000,1269000,159211
20160519,1268000,1277000,1266000,1270000,200249
20160518,1264000,1271000,1255000,1268000,183392
20160517,1249000,1265000,1249000,1264000,183671
20160516,1253000,1263000,1247000,1248000,234403
20160513,1281000,1281000,1251000,1253000,245698
20160512,1292000,1292000,1275000,1281000,152302
20160511,1296000,1299000,1287000,1292000,176688
20160510,1299000,1300000,1288000,1296000,171191
20160509,1290000,1300000,1285000,1299000,312894
20160504,1272000,1290000,1262000,1290000,294055
20160503,1267000,1270000,1256000,1261000,158066
20160502,1247000,1262000,1245000,1250000,140552
20160429,1260000,1267000,1242000,1245000,325078
20160428,1300000,1300000,1261000,1265000,293069
20160427,1294000,1300000,1286000,1300000,165946
20160426,1285000,1305000,1283000,1296000,166901
20160425,1285000,1285000,1271000,1281000,91957
20160422,1294000,1294000,1277000,1280000,114830
20160421,1300000,1301000,1288000,1294000,145089
20160420,1282000,1300000,1282000,1299000,171972
20160419,1294000,1296000,1283000,1288000,144766
20160418,1295000,1305000,1292000,1299000,128474
20160415,1309000,1310000,1290000,1300000,136599
20160414,1300000,1302000,1289000,1300000,335327
20160412,1270000,1281000,1266000,1275000,134054
20160411,1246000,1271000,1246000,1266000,120693
20160408,1269000,1269000,1240000,1246000,251868
20160407,1300000,1300000,1258000,1269000,258795
20160406,1269000,1291000,1268000,1285000,184234
20160405,1299000,1299000,1260000,1260000,236319
20160404,1279000,1305000,1279000,1305000,188046
20160401,1299000,1309000,1271000,1279000,271156
20160331,1306000,1314000,1298000,1312000,382615
20160330,1310000,1321000,1302000,1308000,267605
20160329,1294000,1300000,1285000,1290000,172454
20160328,1288000,1300000,1288000,1294000,121218
20160325,1283000,1290000,1278000,1288000,143446
20160324,1279000,1290000,1266000,1282000,218795
20160323,1269000,1279000,1262000,1279000,197418
20160322,1267000,1279000,1262000,1269000,202872
20160321,1274000,1279000,1258000,1267000,181170
20160318,1278000,1278000,1263000,1273000,225314
20160317,1265000,1296000,1257000,1263000,246869
20160316,1256000,1263000,1253000,1256000,146856
20160315,1255000,1264000,1246000,1253000,172808
20160314,1267000,1273000,1249000,1255000,217154
20160311,1225000,1253000,1216000,1249000,267225
20160310,1208000,1236000,1201000,1225000,283540
20160309,1188000,1199000,1177000,1194000,183380
20160308,1223000,1224000,1186000,1192000,216202
20160307,1220000,1231000,1215000,1223000,131376
20160304,1220000,1228000,1202000,1215000,201490
20160303,1213000,1220000,1202000,1220000,218991
20160302,1200000,1207000,1196000,1197000,236372
20160229,1179000,1194000,1176000,1178000,288680
20160226,1180000,1187000,1172000,1172000,177344
20160225,1172000,1187000,1172000,1179000,133635
20160224,1178000,1179000,1161000,1172000,140484
20160223,1179000,1189000,1173000,1181000,147674
20160222,1190000,1192000,1166000,1175000,174899
20160219,1187000,1195000,1174000,1190000,176852
20160218,1203000,1203000,1178000,1187000,222481
20160217,1179000,1201000,1169000,1185000,246062
20160216,1158000,1179000,1157000,1168000,180401
20160215,1154000,1160000,1144000,1154000,183146
20160212,1130000,1151000,1122000,1130000,256232
20160211,1118000,1137000,1118000,1130000,305262
20160205,1156000,1169000,1156000,1164000,188094
20160204,1150000,1161000,1148000,1156000,247959
20160203,1150000,1152000,1137000,1146000,174507
20160202,1161000,1166000,1147000,1156000,166348
20160201,1152000,1163000,1151000,1163000,259979
20160129,1140000,1150000,1116000,1150000,436983
20160128,1164000,1168000,1139000,1145000,315912
20160127,1126000,1175000,1126000,1175000,276237
20160126,1155000,1157000,1136000,1137000,152399
20160125,1172000,1176000,1156000,1162000,159913
20160122,1145000,1168000,1145000,1168000,147528
20160121,1133000,1155000,1125000,1131000,190352
20160120,1160000,1160000,1132000,1138000,167052
20160119,1128000,1171000,1128000,1171000,207242
20160118,1088000,1133000,1088000,1126000,320214
20160115,1140000,1152000,1124000,1132000,209464
20160114,1131000,1142000,1131000,1138000,209022
20160113,1153000,1159000,1148000,1148000,143316
20160112,1148000,1166000,1144000,1146000,206283
20160111,1156000,1166000,1146000,1152000,241277
20160108,1163000,1186000,1163000,1171000,257763
20160107,1166000,1183000,1151000,1163000,282388
20160106,1208000,1208000,1168000,1175000,366752
20160105,1202000,1218000,1186000,1208000,216002
20160104,1260000,1260000,1205000,1205000,306939
20151230,1260000,1272000,1254000,1260000,203958
20151229,1265000,1266000,1241000,1254000,232944
20151228,1285000,1289000,1266000,1266000,227230
20151224,1295000,1300000,1285000,1285000,156151
20151223,1292000,1299000,1282000,1295000,207148
20151222,1280000,1292000,1267000,1292000,206192
20151221,1278000,1285000,1261000,1280000,160466
20151218,1265000,1288000,1264000,1278000,168369
20151217,1301000,1308000,1275000,1290000,174677
20151216,1278000,1310000,1278000,1299000,207962
20151215,1261000,1280000,1260000,1277000,175494
20151214,1273000,1273000,1255000,1261000,222801
20151211,1283000,1295000,1272000,1284000,206729
20151210,1263000,1293000,1263000,1283000,303867
20151209,1262000,1275000,1262000,1263000,181812
20151208,1262000,1272000,1262000,1262000,138322
20151207,1269000,1275000,1262000,1262000,196107
20151204,1275000,1280000,1267000,1269000,192711
20151203,1295000,1297000,1286000,1290000,166695
20151202,1321000,1322000,1294000,1300000,229628
20151201,1294000,1322000,1288000,1321000,252113
20151130,1325000,1325000,1284000,1284000,534006
20151127,1345000,1349000,1327000,1327000,169854
20151126,1299000,1340000,1299000,1335000,185800
20151125,1300000,1310000,1299000,1299000,142627
20151124,1282000,1305000,1282000,1299000,159560
20151123,1285000,1302000,1281000,1282000,198820
20151120,1289000,1296000,1278000,1285000,168720
20151119,1290000,1290000,1271000,1289000,192850
20151118,1272000,1290000,1272000,1281000,167735
20151117,1275000,1290000,1270000,1270000,186184
20151116,1291000,1291000,1263000,1263000,275705
20151113,1317000,1317000,1300000,1300000,177677
20151112,1333000,1334000,1317000,1317000,157417
20151111,1321000,1345000,1321000,1333000,140449
20151110,1336000,1341000,1314000,1321000,197551
20151109,1338000,1344000,1321000,1344000,185661
20151106,1343000,1348000,1330000,1338000,164322
20151105,1330000,1354000,1330000,1342000,173042
20151104,1352000,1361000,1326000,1330000,281070
20151103,1381000,1381000,1350000,1352000,301840
20151102,1385000,1393000,1374000,1383000,386546
20151030,1345000,1390000,1341000,1372000,509385
20151029,1330000,1392000,1324000,1325000,630471
20151028,1294000,1308000,1291000,1308000,271303
20151027,1282000,1299000,1281000,1298000,132241
20151026,1298000,1298000,1272000,1292000,152165
20151023,1300000,1300000,1278000,1289000,263071
20151022,1280000,1295000,1269000,1280000,230673
20151021,1265000,1282000,1259000,1270000,139567
20151020,1260000,1273000,1256000,1266000,150347
20151019,1257000,1265000,1249000,1256000,117070
20151016,1265000,1269000,1259000,1265000,143968
20151015,1244000,1282000,1243000,1269000,248503
20151014,1248000,1260000,1237000,1254000,175051
20151013,1260000,1272000,1248000,1252000,198000
20151012,1260000,1263000,1247000,1260000,378974
20151008,1250000,1279000,1250000,1270000,570677
20151007,1198000,1252000,1186000,1251000,799502
20151006,1130000,1155000,1127000,1151000,382987
20151005,1119000,1131000,1115000,1115000,241935
20151002,1112000,1133000,1112000,1119000,274302
20151001,1140000,1145000,1121000,1134000,241041
20150930,1100000,1134000,1090000,1134000,458936
20150925,1120000,1125000,1109000,1112000,209160
20150924,1126000,1135000,1125000,1126000,132721
20150923,1144000,1144000,1125000,1131000,197649
20150922,1143000,1150000,1130000,1145000,250675
20150921,1163000,1173000,1150000,1150000,205359
20150918,1145000,1192000,1135000,1190000,436270
20150917,1153000,1157000,1144000,1157000,273960
20150916,1121000,1157000,1121000,1152000,343763
20150915,1114000,1128000,1113000,1123000,232956
20150914,1120000,1124000,1110000,1124000,167073
20150911,1126000,1133000,1115000,1115000,204167
20150910,1130000,1139000,1118000,1134000,362568
20150909,1146000,1147000,1136000,1147000,259376
20150908,1113000,1136000,1106000,1131000,182330
20150907,1129000,1129000,1105000,1112000,191805
20150904,1144000,1144000,1118000,1129000,251734
20150903,1102000,1123000,1093000,1122000,305142
20150902,1069000,1095000,1065000,1090000,312683
20150901,1089000,1098000,1081000,1085000,240372
20150831,1071000,1089000,1052000,1089000,408309
20150828,1086000,1086000,1073000,1081000,462223
20150827,1082000,1086000,1063000,1067000,495388
20150826,1068000,1074000,1050000,1067000,558952
20150825,1079000,1107000,1067000,1079000,392519
20150824,1088000,1115000,1033000,1079000,448592
20150821,1099000,1128000,1096000,1101000,408851
20150820,1163000,1171000,1130000,1139000,216119
20150819,1169000,1176000,1141000,1154000,401415
20150818,1118000,1141000,1117000,1131000,231672
20150817,1140000,1141000,1104000,1104000,227217
20150813,1153000,1153000,1138000,1140000,150411
20150812,1150000,1164000,1140000,1154000,223080
20150811,1151000,1179000,1148000,1157000,233286
20150810,1140000,1142000,1130000,1141000,114450
20150807,1120000,1137000,1115000,1136000,275742
20150806,1155000,1156000,1115000,1115000,403981
20150805,1182000,1182000,1158000,1159000,256050
20150804,1175000,1187000,1170000,1182000,256887
20150803,1184000,1184000,1166000,1175000,196891
20150731,1220000,1222000,1175000,1185000,391589
20150730,1258000,1260000,1215000,1215000,308392
20150729,1250000,1275000,1231000,1263000,274689
20150728,1224000,1251000,1219000,1230000,267627
20150727,1229000,1247000,1228000,1230000,243040
20150724,1227000,1238000,1224000,1229000,196584
20150723,1244000,1253000,1234000,1234000,208965
20150722,1244000,1260000,1235000,1253000,268323
20150721,1275000,1277000,1247000,1263000,194055
20150720,1291000,1304000,1273000,1275000,128928
20150717,1300000,1311000,1278000,1305000,297233
20150716,1223000,1287000,1223000,1282000,223469
20150715,1225000,1238000,1224000,1235000,167413
20150714,1265000,1270000,1221000,1225000,399794
20150713,1250000,1272000,1245000,1266000,153441
20150710,1257000,1266000,1248000,1259000,191468
20150709,1230000,1265000,1226000,1265000,280610
20150708,1240000,1251000,1232000,1239000,235619
20150707,1220000,1259000,1220000,1240000,249565
20150706,1253000,1260000,1223000,1230000,201999
20150703,1287000,1294000,1267000,1268000,142604
20150702,1286000,1304000,1285000,1299000,164460
20150701,1268000,1302000,1259000,1295000,166498
20150630,1276000,1285000,1266000,1268000,197407
20150629,1269000,1285000,1256000,1281000,230399
20150626,1252000,1290000,1252000,1278000,206950
20150625,1290000,1303000,1269000,1269000,213916
20150624,1300000,1311000,1291000,1302000,203960
20150623,1309000,1328000,1291000,1321000,203180
20150622,1291000,1296000,1276000,1281000,127418
20150619,1266000,1278000,1260000,1266000,141895
20150618,1259000,1279000,1251000,1265000,164952
20150617,1250000,1266000,1240000,1254000,189046
20150616,1270000,1274000,1245000,1255000,255352
20150615,1255000,1274000,1255000,1270000,161356
20150612,1278000,1287000,1264000,1277000,234830
20150611,1263000,1274000,1253000,1257000,306281
20150610,1282000,1294000,1262000,1262000,250034
20150609,1300000,1310000,1268000,1282000,274705
20150608,1345000,1347000,1313000,1314000,202379
20150605,1325000,1355000,1320000,1341000,196563
20150604,1315000,1341000,1305000,1337000,388239
20150603,1303000,1316000,1265000,1273000,235388
20150602,1300000,1303000,1288000,1303000,175151
20150601,1300000,1301000,1288000,1291000,218439
20150529,1320000,1321000,1297000,1307000,347615
20150528,1317000,1321000,1301000,1309000,300963
20150527,1360000,1366000,1313000,1314000,345309
20150526,1366000,1369000,1336000,1362000,200683
20150522,1353000,1353000,1335000,1350000,163916
20150521,1371000,1372000,1344000,1352000,144212
20150520,1349000,1370000,1341000,1366000,205829
20150519,1321000,1355000,1307000,1338000,173618
20150518,1335000,1335000,1309000,1320000,192537
20150515,1355000,1356000,1321000,1326000,178447
20150514,1341000,1343000,1328000,1340000,169770
20150513,1349000,1349000,1326000,1333000,197545
20150512,1345000,1353000,1324000,1331000,212664
20150511,1360000,1360000,1336000,1336000,192809
20150508,1366000,1370000,1338000,1338000,189762
20150507,1362000,1375000,1354000,1370000,205148
20150506,1390000,1391000,1356000,1362000,265410
20150504,1407000,1423000,1397000,1400000,165674
20150430,1385000,1418000,1379000,1410000,367057
20150429,1367000,1394000,1364000,1385000,217913
20150428,1390000,1400000,1359000,1366000,313946
20150427,1410000,1411000,1375000,1395000,330343
20150424,1449000,1455000,1400000,1410000,381798
20150423,1470000,1470000,1440000,1451000,184903
20150422,1444000,1473000,1436000,1461000,253111
20150421,1421000,1445000,1420000,1444000,237053
20150420,1446000,1448000,1423000,1430000,247898
20150417,1477000,1478000,1447000,1450000,203446
20150416,1462000,1477000,1447000,1477000,215247
20150415,1460000,1470000,1427000,1446000,271021
20150414,1485000,1485000,1465000,1474000,188595
20150413,1479000,1491000,1468000,1479000,205866
20150410,1480000,1494000,1478000,1490000,199202
20150409,1470000,1489000,1470000,1483000,182151
20150408,1470000,1485000,1460000,1479000,155468
20150407,1478000,1485000,1462000,1462000,190521
20150406,1443000,1490000,1435000,1470000,211652
20150403,1434000,1440000,1420000,1434000,125403
20150402,1434000,1440000,1423000,1434000,138068
20150401,1437000,1437000,1420000,1423000,145321
20150331,1449000,1452000,1430000,1441000,196853
20150330,1425000,1434000,1412000,1428000,179110
20150327,1415000,1448000,1415000,1421000,321316
20150326,1450000,1456000,1421000,1421000,420119
20150325,1487000,1488000,1472000,1485000,187381
20150324,1455000,1478000,1455000,1476000,182263
20150323,1462000,1474000,1458000,1467000,162458
20150320,1475000,1480000,1460000,1464000,254099
20150319,1510000,1510000,1470000,1470000,264516
20150318,1496000,1506000,1486000,1503000,249287
20150317,1470000,1500000,1460000,1497000,273223
20150316,1458000,1487000,1455000,1470000,179491
20150313,1461000,1479000,1455000,1457000,188262
20150312,1460000,1473000,1447000,1447000,383064
20150311,1419000,1479000,1418000,1474000,422173
20150310,1434000,1443000,1420000,1421000,208397
20150309,1440000,1440000,1420000,1420000,156292
20150306,1414000,1449000,1406000,1442000,234670
20150305,1439000,1443000,1417000,1422000,192312
20150304,1411000,1440000,1410000,1437000,232062
20150303,1435000,1437000,1406000,1418000,274976
20150302,1375000,1423000,1367000,1423000,436112
20150227,1375000,1376000,1357000,1357000,260188
20150226,1379000,1380000,1368000,1375000,163583
20150225,1380000,1385000,1373000,1379000,167485
20150224,1385000,1389000,1364000,1367000,217265
20150223,1378000,1390000,1366000,1367000,306036
20150217,1374000,1377000,1364000,1377000,114900
20150216,1368000,1374000,1361000,1374000,124530
20150213,1360000,1361000,1345000,1361000,130458
20150212,1340000,1358000,1331000,1344000,214964
20150211,1374000,1374000,1354000,1355000,199476
20150210,1400000,1400000,1377000,1378000,130387
20150209,1360000,1399000,1357000,1395000,173870
20150206,1346000,1374000,1336000,1372000,160101
20150205,1359000,1369000,1346000,1358000,135408
20150204,1375000,1381000,1359000,1359000,186578
20150203,1380000,1380000,1359000,1366000,113088
20150202,1365000,1377000,1356000,1368000,210420
20150130,1360000,1377000,1360000,1365000,322200
20150129,1368000,1395000,1357000,1360000,274045
20150128,1386000,1390000,1374000,1378000,216630
20150127,1375000,1400000,1374000,1400000,199144
20150126,1375000,1395000,1364000,1389000,203070
20150123,1400000,1400000,1377000,1386000,257175
20150122,1398000,1399000,1378000,1378000,359154
20150121,1367000,1395000,1360000,1395000,332253
20150120,1350000,1372000,1345000,1372000,265561
20150119,1329000,1349000,1320000,1343000,133459
20150116,1334000,1334000,1313000,1316000,271370
20150115,1345000,1349000,1329000,1334000,282078
20150114,1339000,1355000,1335000,1345000,286645
20150113,1314000,1340000,1300000,1339000,245868
20150112,1313000,1319000,1301000,1316000,166508
20150109,1314000,1322000,1314000,1314000,186248
20150108,1339000,1339000,1310000,1314000,289552
20150107,1294000,1311000,1282000,1307000,286455
20150106,1315000,1317000,1288000,1295000,304710
20150105,1336000,1336000,1313000,1333000,202790
20150102,1340000,1340000,1327000,1330000,175499
20141230,1330000,1335000,1321000,1327000,212982
20141229,1345000,1347000,1329000,1329000,192749
20141226,1343000,1355000,1343000,1352000,229762
20141224,1339000,1343000,1339000,1343000,125140
20141223,1346000,1349000,1337000,1339000,219527
20110809,750000,753000,696000,724000,990040
20141222,1345000,1347000,1318000,1345000,358877
20141219,1294000,1328000,1287000,1328000,367130
20141218,1266000,1279000,1252000,1266000,236165
20141217,1279000,1283000,1253000,1266000,261773
20141216,1270000,1289000,1268000,1279000,257895
20141215,1280000,1280000,1260000,1273000,286759
20141212,1303000,1304000,1274000,1286000,287945
20141211,1317000,1319000,1294000,1305000,409817
20141210,1346000,1346000,1317000,1317000,319556
20141209,1319000,1357000,1319000,1349000,271062
20141208,1303000,1321000,1302000,1319000,158331
20141205,1314000,1314000,1300000,1302000,112756
20141204,1302000,1303000,1298000,1300000,177427
20141203,1300000,1301000,1295000,1298000,194710
20141202,1295000,1295000,1266000,1295000,184454
20141201,1294000,1298000,1287000,1295000,257337
20141128,1295000,1296000,1274000,1287000,196891
20141127,1273000,1301000,1264000,1264000,887556
20141126,1190000,1211000,1182000,1201000,245758
20141125,1224000,1224000,1190000,1190000,356221
20141124,1247000,1248000,1210000,1220000,205686
20141121,1219000,1226000,1217000,1223000,246727
20141120,1206000,1220000,1206000,1210000,200483
20141119,1238000,1238000,1212000,1218000,250055
20141118,1220000,1227000,1215000,1220000,215094
20141117,1190000,1220000,1182000,1205000,193879
20141114,1201000,1201000,1180000,1194000,212435
20141113,1228000,1232000,1199000,1200000,230943
20141112,1231000,1234000,1219000,1230000,181592
20141111,1255000,1261000,1227000,1231000,242828
20141110,1226000,1269000,1222000,1268000,384058
20141107,1218000,1218000,1195000,1206000,120604
20141106,1198000,1210000,1193000,1204000,171403
20141105,1215000,1225000,1194000,1202000,203243
20141104,1219000,1242000,1205000,1217000,260006
20141103,1250000,1252000,1216000,1235000,269516
